BINARY;VERSION;CVE identifier;CVSS rating;exploit db exploit available;metasploit module;trickest PoC;Routersploit;Snyk PoC;Packetstormsecurity PoC;local exploit;remote exploit;DoS exploit;known exploited vuln;kernel vulnerability verified;FIRST EPSS;FIRST PERC;
linux_kernel;2.6.30.9;CVE-2013-6367;5.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;68;
linux_kernel;2.6.30.9;CVE-2013-4579;4.3 (v2);12;0;0;0/0;0;0;0;0;0;0;no;12;95;
linux_kernel;2.6.30.9;CVE-2013-6368;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-6376;5.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;65;
linux_kernel;2.6.30.9;CVE-2013-6378;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-6380;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-6381;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-6382;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-6383;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-6431;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-6432;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-6763;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2013-7026;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-7027;6.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2013-7263;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7264;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7265;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7266;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-6282;7.2 (v2);28;1;0;0/0;0;0;0;0;0;0;no;2;89;
linux_kernel;2.6.30.9;CVE-2013-7267;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7268;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7269;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7270;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7271;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7339;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-7281;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7348;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-7421;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-7445;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;51;
linux_kernel;2.6.30.9;CVE-2013-7446;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2013-7470;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;75;
linux_kernel;2.6.30.9;CVE-2014-0049;7.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;66;
linux_kernel;2.6.30.9;CVE-2014-0069;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-0077;5.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2014-0101;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;91;98;
linux_kernel;2.6.30.9;CVE-2014-0102;5.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-0155;5.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;39;
linux_kernel;2.6.30.9;CVE-2014-0181;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-0203;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;36;
linux_kernel;2.6.30.9;CVE-2014-0205;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;44;
linux_kernel;2.6.30.9;CVE-2014-0206;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-1438;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;50;
linux_kernel;2.6.30.9;CVE-2014-1444;1.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-1446;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-1445;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-1690;2.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;76;
linux_kernel;2.6.30.9;CVE-2014-1737;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-1738;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-1874;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-2038;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-2039;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-2309;6.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;87;
linux_kernel;2.6.30.9;CVE-2014-2523;10.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;7;94;
linux_kernel;2.6.30.9;CVE-2014-2673;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-2678;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;56;
linux_kernel;2.6.30.9;CVE-2014-1739;2.1 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-2706;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2014-2889;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-3122;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-3144;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;34;
linux_kernel;2.6.30.9;CVE-2014-3145;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;34;
linux_kernel;2.6.30.9;CVE-2014-3180;9.1;6;0;0;0/0;0;0;0;0;0;0;no;0;45;
linux_kernel;2.6.30.9;CVE-2014-3182;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;31;
linux_kernel;2.6.30.9;CVE-2014-3184;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2014-3185;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;50;
linux_kernel;2.6.30.9;CVE-2014-3534;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-3535;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;89;
linux_kernel;2.6.30.9;CVE-2014-3601;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2014-3610;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;33;
linux_kernel;2.6.30.9;CVE-2014-3611;4.7;6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2014-3645;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2014-3646;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;69;
linux_kernel;2.6.30.9;CVE-2014-3153;7.8;12;1;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2014-3647;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;56;
linux_kernel;2.6.30.9;CVE-2014-3673;7.5;6;0;0;0/0;0;0;0;0;0;0;no;93;99;
linux_kernel;2.6.30.9;CVE-2014-3687;7.5;6;0;0;0/0;0;0;0;0;0;0;no;3;91;
linux_kernel;2.6.30.9;CVE-2014-3688;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;20;96;
linux_kernel;2.6.30.9;CVE-2014-3690;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2014-3917;3.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-3940;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-4027;2.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4157;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-4171;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4508;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-4608;7.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;84;
linux_kernel;2.6.30.9;CVE-2014-4611;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;83;
linux_kernel;2.6.30.9;CVE-2014-4652;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4653;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4654;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4014;6.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2014-4655;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4656;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-4667;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2014-5045;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-5077;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2014-5471;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-5472;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-6410;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;47;
linux_kernel;2.6.30.9;CVE-2014-4699;6.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2014-6416;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;3;91;
linux_kernel;2.6.30.9;CVE-2014-4943;6.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2014-6417;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;9;94;
linux_kernel;2.6.30.9;CVE-2014-6418;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;9;94;
linux_kernel;2.6.30.9;CVE-2014-7283;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-5207;6.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2014-7841;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;56;97;
linux_kernel;2.6.30.9;CVE-2014-7842;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2014-7843;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-7970;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-7975;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-8086;4.7;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-8133;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-8134;3.3;6;0;0;0/0;0;0;0;0;0;0;no;0;52;
linux_kernel;2.6.30.9;CVE-2014-7822;7.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2014-8159;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-8160;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;72;
linux_kernel;2.6.30.9;CVE-2014-8369;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;38;
linux_kernel;2.6.30.9;CVE-2014-8172;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-8480;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2014-8481;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2014-8559;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;26;
linux_kernel;2.6.30.9;CVE-2014-8709;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2014-8884;6.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-8989;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9090;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9419;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9420;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9529;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9584;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9585;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9644;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9683;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9710;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9715;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9717;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9728;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2014-9322;7.8;20;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2014-9729;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9730;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9731;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9803;9.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;43;
linux_kernel;2.6.30.9;CVE-2014-9870;9.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2014-9888;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2014-9892;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;33;
linux_kernel;2.6.30.9;CVE-2014-9895;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;30;
linux_kernel;2.6.30.9;CVE-2014-9900;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;24;
linux_kernel;2.6.30.9;CVE-2014-9922;9.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2015-0239;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;52;
linux_kernel;2.6.30.9;CVE-2015-0275;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;26;
linux_kernel;2.6.30.9;CVE-2015-1333;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-1339;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;45;
linux_kernel;2.6.30.9;CVE-2015-1420;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-1421;10.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;6;93;
linux_kernel;2.6.30.9;CVE-2015-1573;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-1593;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;81;
linux_kernel;2.6.30.9;CVE-2015-1805;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-2041;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-2042;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-2150;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2015-2672;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-2830;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-2922;3.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;87;
linux_kernel;2.6.30.9;CVE-2015-2925;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-3212;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-1328;7.2 (v2);28;1;0;0/0;0;1;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2015-3288;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-3291;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-3331;9.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2015-3332;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-3339;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-3636;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-3214;6.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;38;
linux_kernel;2.6.30.9;CVE-2015-4001;9.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2015-4002;9.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;85;
linux_kernel;2.6.30.9;CVE-2015-3290;7.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;52;
linux_kernel;2.6.30.9;CVE-2015-4167;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-4170;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;42;
linux_kernel;2.6.30.9;CVE-2015-4176;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-4177;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-4178;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-4692;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-4700;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-5156;6.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2015-5157;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;54;
linux_kernel;2.6.30.9;CVE-2015-5257;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2015-5283;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-5307;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;32;
linux_kernel;2.6.30.9;CVE-2015-5364;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;22;96;
linux_kernel;2.6.30.9;CVE-2015-5366;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;39;97;
linux_kernel;2.6.30.9;CVE-2015-5697;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-5707;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-6252;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-6526;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-6937;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-7509;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2015-7513;6.5;6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2015-7550;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-7613;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-7799;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-7872;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2015-7884;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;9;
linux_kernel;2.6.30.9;CVE-2015-7885;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2015-7990;5.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-7515;4.6;12;0;0;0/0;0;0;0;0;0;0;no;0;77;
linux_kernel;2.6.30.9;CVE-2015-8104;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;42;
linux_kernel;2.6.30.9;CVE-2015-8215;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2015-7566;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;72;
linux_kernel;2.6.30.9;CVE-2015-8324;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2015-8374;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;50;
linux_kernel;2.6.30.9;CVE-2015-8539;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-8543;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-8569;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2015-8575;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;44;
linux_kernel;2.6.30.9;CVE-2015-8709;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2015-8746;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2015-8767;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2015-8785;6.2;6;0;0;0/0;0;0;0;0;0;0;no;0;50;
linux_kernel;2.6.30.9;CVE-2015-8812;9.8;6;0;0;0/0;0;0;0;0;0;0;no;5;93;
linux_kernel;2.6.30.9;CVE-2015-8816;6.8;6;0;0;0/0;0;0;0;0;0;0;no;0;72;
linux_kernel;2.6.30.9;CVE-2015-8839;5.1;6;0;0;0/0;0;0;0;0;0;0;no;0;50;
linux_kernel;2.6.30.9;CVE-2015-8844;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;42;
linux_kernel;2.6.30.9;CVE-2015-8845;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2015-8944;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;25;
linux_kernel;2.6.30.9;CVE-2015-8950;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2015-8952;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
