BINARY;VERSION;CVE identifier;CVSS rating;exploit db exploit available;metasploit module;trickest PoC;Routersploit;Snyk PoC;Packetstormsecurity PoC;local exploit;remote exploit;DoS exploit;known exploited vuln;kernel vulnerability verified;FIRST EPSS;FIRST PERC;
linux_kernel;2.6.30.9;CVE-2009-4141;7.2 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-0003;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-0006;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2010-0007;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-0291;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2010-0298;6.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;59;
linux_kernel;2.6.30.9;CVE-2010-0410;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-0622;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-0623;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-0727;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-1083;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;26;
linux_kernel;2.6.30.9;CVE-2010-1084;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2010-1085;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;68;
linux_kernel;2.6.30.9;CVE-2010-1086;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;74;
linux_kernel;2.6.30.9;CVE-2010-1088;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;65;
linux_kernel;2.6.30.9;CVE-2010-0307;4.7 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-1087;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;78;
linux_kernel;2.6.30.9;CVE-2010-0415;4.6 (v2);12;0;0;0/0;0;2;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-1148;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-1162;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2010-1187;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-1446;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-1451;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;45;
linux_kernel;2.6.30.9;CVE-2010-1488;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-1641;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-1146;6.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-1173;7.1 (v2);12;0;0;0/0;0;1;0;0;0;0;no;57;97;
linux_kernel;2.6.30.9;CVE-2010-2066;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2071;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2226;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-2243;7.5;6;0;0;0/0;0;0;0;0;0;0;no;0;59;
linux_kernel;2.6.30.9;CVE-2010-2248;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;23;96;
linux_kernel;2.6.30.9;CVE-2010-1437;7.0;12;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2478;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2492;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2495;10.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;84;
linux_kernel;2.6.30.9;CVE-2010-1636;2.1 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;18;
linux_kernel;2.6.30.9;CVE-2010-2521;10.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;17;96;
linux_kernel;2.6.30.9;CVE-2010-2524;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;20;
linux_kernel;2.6.30.9;CVE-2010-2537;7.1;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2538;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2653;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-2798;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2010-2942;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;20;
linux_kernel;2.6.30.9;CVE-2010-2946;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-2954;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-2955;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-2960;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2962;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3015;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3067;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3078;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;20;
linux_kernel;2.6.30.9;CVE-2010-3079;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-2943;8.1;12;0;0;0/0;0;1;0;0;0;0;no;2;89;
linux_kernel;2.6.30.9;CVE-2010-3080;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3084;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-3296;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3297;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-2963;6.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-3298;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3310;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3432;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;87;
linux_kernel;2.6.30.9;CVE-2010-3442;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3448;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-3477;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-3081;7.8;12;0;0;0/0;0;2;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-3698;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2010-3705;8.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2010-3301;7.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-3859;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3437;6.6 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-3861;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3865;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3873;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;6;93;
linux_kernel;2.6.30.9;CVE-2010-3874;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3875;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-3848;6.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3849;4.7 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3876;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3877;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3880;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3858;4.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3881;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4072;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-3850;2.1 (v2);20;0;0;0/0;0;2;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4074;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4075;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4076;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4078;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4079;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4080;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4081;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4082;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4073;1.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4083;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4157;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4077;1.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2010-4160;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4162;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4163;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4164;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;3;91;
linux_kernel;2.6.30.9;CVE-2010-3904;7.8;28;1;0;0/0;0;1;0;0;0;0;no;0;43;
linux_kernel;2.6.30.9;CVE-2010-4169;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4248;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4158;2.1 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4251;7.5;6;0;0;0/0;0;0;0;0;0;0;no;2;89;
linux_kernel;2.6.30.9;CVE-2010-4256;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4263;7.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;78;
linux_kernel;2.6.30.9;CVE-2010-4342;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;70;
linux_kernel;2.6.30.9;CVE-2010-4343;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4243;4.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4346;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4250;4.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2010-4526;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;6;93;
linux_kernel;2.6.30.9;CVE-2010-4165;4.9 (v2);20;0;0;0/0;0;2;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-4527;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4249;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2010-4529;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4563;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2010-4258;6.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4565;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4648;3.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;69;
linux_kernel;2.6.30.9;CVE-2010-4649;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4650;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4655;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;20;
linux_kernel;2.6.30.9;CVE-2010-4347;6.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2010-4656;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4668;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-4805;7.5;6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2010-5313;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2010-5321;4.3;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-5328;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-5329;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2010-5331;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;30;
linux_kernel;2.6.30.9;CVE-2010-5332;5.6;6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2011-0006;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0463;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0521;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0695;5.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;77;
linux_kernel;2.6.30.9;CVE-2011-0709;7.5;6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2011-0710;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0711;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0712;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;33;
linux_kernel;2.6.30.9;CVE-2011-0726;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0999;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-0716;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1010;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2011-1012;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1013;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1016;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1017;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1019;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1023;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1044;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1076;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;34;
linux_kernel;2.6.30.9;CVE-2011-1078;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1079;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1080;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1090;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1093;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2011-1020;4.6 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-1160;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1163;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-1170;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1169;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1171;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1082;4.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-1172;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1173;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;78;
linux_kernel;2.6.30.9;CVE-2011-1083;4.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2011-1180;9.8;6;0;0;0/0;0;0;0;0;0;0;no;0;76;
linux_kernel;2.6.30.9;CVE-2011-1182;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1476;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1477;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1478;5.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;80;
linux_kernel;2.6.30.9;CVE-2011-1493;7.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;89;
linux_kernel;2.6.30.9;CVE-2011-1494;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1495;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1577;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;73;
linux_kernel;2.6.30.9;CVE-2011-1573;5.9;6;0;0;0/0;0;0;0;0;0;0;no;0;83;
linux_kernel;2.6.30.9;CVE-2011-1581;9.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2011-1585;3.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1593;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-1479;4.7 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2011-1598;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-1745;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1746;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1747;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1748;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1759;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1767;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;76;
linux_kernel;2.6.30.9;CVE-2011-1768;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;76;
linux_kernel;2.6.30.9;CVE-2011-1770;7.5;6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2011-1771;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-1776;6.1;6;0;0;0/0;0;0;0;0;0;0;no;0;72;
linux_kernel;2.6.30.9;CVE-2011-1833;3.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2022;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-1927;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;81;
linux_kernel;2.6.30.9;CVE-2011-2182;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2184;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2208;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2209;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2210;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2211;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2213;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-2479;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2484;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2183;4.0 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2011-2491;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2189;7.5;12;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2011-2492;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2493;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2494;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2495;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2496;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2497;8.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;82;
linux_kernel;2.6.30.9;CVE-2011-2498;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;14;
linux_kernel;2.6.30.9;CVE-2011-2517;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2521;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2518;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2525;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2534;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2689;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2695;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2699;7.5;6;0;0;0/0;0;0;0;0;0;0;no;1;85;
linux_kernel;2.6.30.9;CVE-2011-2700;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
